prompts,results
"i have anxiety and nervousness, hostile behavior, low self-esteem. what disease do i have?",you have schizophrenia.
"i have insomnia, hostile behavior, excessive anger, temper problems, fears and phobias, low self-esteem. what disease do i have?",you have schizophrenia.
"i have anxiety and nervousness, depressive or psychotic symptoms, insomnia, hostile behavior, temper problems. what disease do i have?",you have schizophrenia.
"i have shortness of breath, sharp chest pain, palpitations, irregular heartbeat. what disease do i have?",you have endocarditis.
"i have sharp abdominal pain, weakness, decreased appetite, difficulty breathing, chills. what disease do i have?",you have sepsis.
"i have shortness of breath, cough, weakness. what disease do i have?",you have sepsis.
"i have suprapubic pain, sharp abdominal pain, decreased appetite, fever, difficulty breathing, chills. what disease do i have?",you have sepsis.
"i have sharp chest pain, sharp abdominal pain, vomiting, back pain, burning abdominal pain, regurgitation.1. what disease do i have?",you have cholecystitis.
"i have sharp abdominal pain, burning abdominal pain, stomach bloating. what disease do i have?",you have cholecystitis.
"i have vomiting, back pain, burning abdominal pain, side pain, regurgitation.1, symptoms of the kidneys. what disease do i have?",you have cholecystitis.
"i have sharp chest pain, sharp abdominal pain, back pain, burning abdominal pain, lower body pain. what disease do i have?",you have cholecystitis.
"i have sharp chest pain, sharp abdominal pain, vomiting, back pain, side pain, upper abdominal pain, regurgitation.1, symptoms of the kidneys. what disease do i have?",you have cholecystitis.
"i have sharp chest pain, sharp abdominal pain, vomiting, side pain, lower body pain, upper abdominal pain, stomach bloating. what disease do i have?",you have cholecystitis.
"i have shortness of breath, palpitations, weakness, decreased heart rate. what disease do i have?",you have cardiac arrest.
"i have depression, depressive or psychotic symptoms, excessive appetite, excessive anger, delusions or hallucinations, fears and phobias. what disease do i have?",you have social phobia.
"i have anxiety and nervousness, depressive or psychotic symptoms, excessive appetite, delusions or hallucinations. what disease do i have?",you have social phobia.
"i have cough, nausea, fever, ache all over. what disease do i have?",you have meningitis.
"i have foot or toe swelling, problems during pregnancy, unpredictable menstruation, itching of skin, skin rash. what disease do i have?",you have scabies.
"i have nasal congestion, ear pain, fluid in ear, pulling at ears, sinus congestion. what disease do i have?",you have ear wax impaction.
"i have cough, diminished hearing, ringing in ear, plugged feeling in ear, pulling at ears. what disease do i have?",you have ear wax impaction.
"i have skin swelling, skin lesion, acne or pimples, skin growth, symptoms of eye, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have rosacea.
"i have difficulty in swallowing, headache, toothache, peripheral edema, neck mass. what disease do i have?",you have jaw disorder.
"i have depression, hostile behavior, excessive anger, delusions or hallucinations. what disease do i have?",you have post-traumatic stress disorder (ptsd).
"i have anxiety and nervousness, insomnia, abusing alcohol, hostile behavior, excessive anger, delusions or hallucinations. what disease do i have?",you have post-traumatic stress disorder (ptsd).
"i have depression, abusing alcohol, hostile behavior, drug abuse, temper problems. what disease do i have?",you have post-traumatic stress disorder (ptsd).
"i have depression, depressive or psychotic symptoms, insomnia, abusing alcohol, hostile behavior, temper problems. what disease do i have?",you have post-traumatic stress disorder (ptsd).
"i have anxiety and nervousness, hostile behavior, drug abuse, delusions or hallucinations. what disease do i have?",you have post-traumatic stress disorder (ptsd).
"i have retention of urine, groin mass, blood in urine, kidney mass. what disease do i have?",you have kidney cancer.
"i have involuntary urination, blood in urine, kidney mass. what disease do i have?",you have kidney cancer.
"i have white discharge from eye, diminished vision, pain in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye, eyelid swelling. what disease do i have?",you have blepharitis.
"i have diminished vision, symptoms of eye, pain in eye, eye redness, lacrimation, itchiness of eye, eye burns or stings, eyelid swelling. what disease do i have?",you have blepharitis.
"i have symptoms of eye, spots or clouds in vision, eye redness. what disease do i have?",you have blepharitis.
"i have dry lips, fever, ache all over, joint pain, temper problems. what disease do i have?",you have sickle cell anemia.
"i have headache, facial pain, diminished vision, foreign body sensation in eye, eye redness, bleeding from eye. what disease do i have?",you have subconjunctival hemorrhage.
"i have pain in eye, bleeding from eye. what disease do i have?",you have subconjunctival hemorrhage.
"i have blood in stool, lower body pain, constipation, itching of the anus. what disease do i have?",you have hemorrhoids.
"i have blood in stool, changes in stool appearance, itching of the anus. what disease do i have?",you have hemorrhoids.
"i have skin swelling, abnormal appearing skin, allergic reaction, swollen eye, itching of skin, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have contact dermatitis.
"i have skin swelling, abnormal appearing skin, acne or pimples, skin moles, allergic reaction, swollen eye, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have contact dermatitis.
"i have skin swelling, skin lesion, swollen eye, itching of skin. what disease do i have?",you have contact dermatitis.
"i have skin swelling, acne or pimples, skin moles, allergic reaction, swollen eye, itching of skin, skin rash. what disease do i have?",you have contact dermatitis.
"i have skin lesion, acne or pimples, skin moles, itching of skin, skin irritation, skin rash. what disease do i have?",you have contact dermatitis.
"i have chest tightness, irregular heartbeat, fainting, weakness, increased heart rate. what disease do i have?",you have sinus bradycardia.
"i have sharp chest pain, irregular heartbeat, fainting, feeling ill, weakness, decreased heart rate, increased heart rate. what disease do i have?",you have sinus bradycardia.
"i have chest tightness, irregular heartbeat, weakness, decreased heart rate. what disease do i have?",you have sinus bradycardia.
"i have chest tightness, fainting, decreased heart rate, increased heart rate. what disease do i have?",you have sinus bradycardia.
"i have shortness of breath, sharp chest pain, palpitations, decreased heart rate. what disease do i have?",you have sinus bradycardia.
"i have sharp chest pain, chest tightness, palpitations, decreased heart rate, increased heart rate. what disease do i have?",you have sinus bradycardia.
"i have sharp chest pain, dizziness, chest tightness, fainting, feeling ill, decreased heart rate. what disease do i have?",you have sinus bradycardia.
"i have sharp chest pain, palpitations, irregular heartbeat, feeling ill, decreased heart rate, increased heart rate. what disease do i have?",you have sinus bradycardia.
"i have shortness of breath, dizziness, chest tightness, palpitations, irregular heartbeat, fainting, weakness. what disease do i have?",you have sinus bradycardia.
"i have sharp chest pain, chest tightness, palpitations, irregular heartbeat, fainting, decreased heart rate. what disease do i have?",you have sinus bradycardia.
"i have nausea, painful urination, vaginal discharge, pelvic pain. what disease do i have?",you have pelvic inflammatory disease.
"i have sharp abdominal pain, vomiting, painful urination, lower abdominal pain, vaginal discharge, intermenstrual bleeding, back pain, pelvic pain, burning abdominal pain. what disease do i have?",you have pelvic inflammatory disease.
"i have sharp abdominal pain, vomiting, painful urination, lower abdominal pain, intermenstrual bleeding, back pain, burning abdominal pain. what disease do i have?",you have pelvic inflammatory disease.
"i have suprapubic pain, vaginal discharge, intermenstrual bleeding, back pain. what disease do i have?",you have pelvic inflammatory disease.
"i have nausea, painful urination, intermenstrual bleeding, back pain, pelvic pain, burning abdominal pain. what disease do i have?",you have pelvic inflammatory disease.
"i have blood in stool, jaundice, nausea, peripheral edema, side pain. what disease do i have?",you have liver disease.
"i have shortness of breath, blood in stool, jaundice, sharp abdominal pain, nausea, peripheral edema, side pain, upper abdominal pain, unusual color or odor to urine. what disease do i have?",you have liver disease.
"i have shortness of breath, diarrhea, heartburn, upper abdominal pain, unusual color or odor to urine. what disease do i have?",you have liver disease.
"i have sharp abdominal pain, peripheral edema, heartburn, side pain. what disease do i have?",you have liver disease.
"i have shortness of breath, blood in stool, jaundice, sharp abdominal pain, heartburn, side pain, upper abdominal pain. what disease do i have?",you have liver disease.
"i have shortness of breath, blood in stool, jaundice, sharp abdominal pain, nausea, diarrhea, upper abdominal pain, unusual color or odor to urine. what disease do i have?",you have liver disease.
"i have blood in stool, sharp abdominal pain, vomiting, lower abdominal pain, rectal bleeding. what disease do i have?",you have chronic constipation.
"i have retention of urine, blood in stool, burning abdominal pain, constipation. what disease do i have?",you have chronic constipation.
"i have sore throat, cough, headache, diarrhea, fever, ache all over, chills, coryza. what disease do i have?",you have flu.
"i have headache, nausea, chills, coryza. what disease do i have?",you have flu.
"i have sore throat, vomiting, headache, diarrhea, coryza. what disease do i have?",you have flu.
"i have abnormal involuntary movements, problems with movement. what disease do i have?",you have tic (movement) disorder.
"i have acne or pimples, irregular appearing scalp, skin moles, skin irritation, warts. what disease do i have?",you have skin polyp.
"i have skin swelling, abnormal appearing skin, skin lesion, acne or pimples, irregular appearing scalp, skin moles, skin irritation. what disease do i have?",you have skin polyp.
"i have skin swelling, skin lesion, skin growth, irregular appearing scalp, skin moles, skin dryness, peeling, scaliness, or roughness, skin irritation, warts. what disease do i have?",you have skin polyp.
"i have skin swelling, skin growth. what disease do i have?",you have skin polyp.
"i have skin swelling, skin lesion, irregular appearing scalp, skin dryness, peeling, scaliness, or roughness, warts. what disease do i have?",you have skin polyp.
"i have hand or finger pain, elbow pain, loss of sensation, shoulder pain. what disease do i have?",you have brachial neuritis.
"i have headache, low back pain, elbow pain, paresthesia, shoulder pain, hand or finger weakness. what disease do i have?",you have brachial neuritis.
"i have back pain, neck pain, low back pain, elbow pain, shoulder pain. what disease do i have?",you have brachial neuritis.
"i have arm pain, back pain, paresthesia, shoulder pain. what disease do i have?",you have brachial neuritis.
"i have shortness of breath, sharp chest pain, chest tightness, cough, nausea. what disease do i have?",you have esophagitis.
"i have chest tightness, sore throat, difficulty in swallowing, sharp abdominal pain, vomiting, upper abdominal pain. what disease do i have?",you have esophagitis.
"i have chest tightness, sore throat, sharp abdominal pain, vomiting, burning abdominal pain, upper abdominal pain. what disease do i have?",you have esophagitis.
"i have shortness of breath, sharp chest pain, difficulty in swallowing, vomiting, burning abdominal pain, heartburn. what disease do i have?",you have esophagitis.
"i have suprapubic pain, sharp abdominal pain, frequent urination, vaginal discharge, pelvic pain, skin rash, diaper rash. what disease do i have?",you have yeast infection.
"i have suprapubic pain, sharp abdominal pain, vaginal itching, vaginal pain, diaper rash. what disease do i have?",you have yeast infection.
"i have frequent urination, vaginal discharge, pelvic pain, vaginal pain, diaper rash. what disease do i have?",you have yeast infection.
"i have suprapubic pain, sharp abdominal pain, frequent urination, vaginal discharge, vaginal pain, skin rash. what disease do i have?",you have yeast infection.
"i have depression, depressive or psychotic symptoms, abusing alcohol, drug abuse. what disease do i have?",you have drug poisoning due to medication.
"i have depressive or psychotic symptoms, abusing alcohol, drug abuse, lip swelling, slurring words. what disease do i have?",you have drug poisoning due to medication.
"i have shortness of breath, depressive or psychotic symptoms, insomnia, lower body pain. what disease do i have?",you have malignant hypertension.
"i have nausea, lower abdominal pain, fever, chills, constipation. what disease do i have?",you have diverticulitis.
"i have sharp abdominal pain, diarrhea, lower abdominal pain, burning abdominal pain, constipation. what disease do i have?",you have diverticulitis.
"i have nausea, diarrhea, fever, chills. what disease do i have?",you have diverticulitis.
"i have blood in stool, lower abdominal pain, side pain, upper abdominal pain, chills. what disease do i have?",you have diverticulitis.
"i have shortness of breath, sharp chest pain, fainting, vomiting, headache. what disease do i have?",you have heat exhaustion.
"i have dizziness, vomiting, fluid retention. what disease do i have?",you have heat exhaustion.
"i have shortness of breath, dizziness, fainting, vomiting, weakness. what disease do i have?",you have heat exhaustion.
"i have shortness of breath, dizziness, fainting, vomiting, headache. what disease do i have?",you have heat exhaustion.
"i have shortness of breath, sharp chest pain, vomiting, headache, weakness. what disease do i have?",you have heat exhaustion.
"i have anxiety and nervousness, depression, insomnia, hostile behavior, delusions or hallucinations, fears and phobias. what disease do i have?",you have psychotic disorder.
"i have anxiety and nervousness, depression, insomnia, abusing alcohol, hostile behavior, excessive anger, temper problems, fears and phobias, hysterical behavior. what disease do i have?",you have psychotic disorder.
"i have anxiety and nervousness, depression, insomnia, abusing alcohol, hostile behavior, hysterical behavior. what disease do i have?",you have psychotic disorder.
"i have shortness of breath, sharp chest pain, abusing alcohol, headache, smoking problems, excessive anger. what disease do i have?",you have smoking or tobacco addiction.
"i have sharp chest pain, abusing alcohol, smoking problems, excessive anger, coughing up sputum. what disease do i have?",you have smoking or tobacco addiction.
"i have arm pain, neck pain. what disease do i have?",you have sprain or strain.
"i have leg pain, headache, wrist pain, back pain, low back pain, foot or toe pain, ankle pain. what disease do i have?",you have sprain or strain.
"i have leg pain, wrist pain, arm pain, knee pain. what disease do i have?",you have sprain or strain.
"i have sharp abdominal pain, vaginal itching, lower abdominal pain, cramps and spasms, long menstrual periods, unpredictable menstruation, painful menstruation. what disease do i have?",you have idiopathic painful menstruation.
"i have sharp abdominal pain, vaginal itching, vaginal discharge, cramps and spasms, long menstrual periods, heavy menstrual flow, painful menstruation. what disease do i have?",you have idiopathic painful menstruation.
"i have sharp abdominal pain, vaginal itching, lower abdominal pain, vaginal discharge, pelvic pain, cramps and spasms, long menstrual periods, painful menstruation. what disease do i have?",you have idiopathic painful menstruation.
"i have hand or finger stiffness or tightness, back pain, neck pain, pelvic pain, bones are painful. what disease do i have?",you have fracture of the vertebra.
"i have dizziness, sore throat, nasal congestion, ear pain, plugged feeling in ear, redness in ear, swollen or red tonsils. what disease do i have?",you have eustachian tube dysfunction (ear disorder).
"i have dizziness, sore throat, diminished hearing, plugged feeling in ear, allergic reaction, abnormal breathing sounds, redness in ear. what disease do i have?",you have eustachian tube dysfunction (ear disorder).
"i have dizziness, nasal congestion, ear pain, ringing in ear, allergic reaction, redness in ear, swollen or red tonsils. what disease do i have?",you have eustachian tube dysfunction (ear disorder).
"i have dizziness, sore throat, diminished hearing, ear pain, allergic reaction, abnormal breathing sounds, swollen or red tonsils. what disease do i have?",you have eustachian tube dysfunction (ear disorder).
"i have sore throat, nasal congestion, diminished hearing, ear pain, ringing in ear, plugged feeling in ear, allergic reaction, abnormal breathing sounds. what disease do i have?",you have eustachian tube dysfunction (ear disorder).
"i have sore throat, nasal congestion, diminished hearing, ear pain, ringing in ear, allergic reaction. what disease do i have?",you have eustachian tube dysfunction (ear disorder).
"i have lower abdominal pain, decreased appetite, side pain, upper abdominal pain, stomach bloating. what disease do i have?",you have appendicitis.
"i have sharp abdominal pain, lower abdominal pain, decreased appetite, side pain, fever, stomach bloating. what disease do i have?",you have appendicitis.
"i have sharp abdominal pain, vomiting, diarrhea, decreased appetite, side pain, fever. what disease do i have?",you have appendicitis.
"i have sharp abdominal pain, vomiting, nausea, decreased appetite, side pain, fever, upper abdominal pain. what disease do i have?",you have appendicitis.
"i have dizziness, irregular heartbeat, involuntary urination, hemoptysis, sweating. what disease do i have?",you have graves disease.
"i have dizziness, abnormal involuntary movements, palpitations, irregular heartbeat, involuntary urination, hemoptysis. what disease do i have?",you have graves disease.
"i have dizziness, irregular heartbeat. what disease do i have?",you have graves disease.
"i have anxiety and nervousness, depressive or psychotic symptoms, back weakness. what disease do i have?",you have dissociative disorder.
"i have symptoms of the scrotum and testes, painful urination, blood in urine, penis redness. what disease do i have?",you have phimosis.
"i have dizziness, sharp abdominal pain, diarrhea, burning abdominal pain. what disease do i have?",you have hyperemesis gravidarum.
"i have insomnia, elbow weakness. what disease do i have?",you have thalassemia.
"i have depressive or psychotic symptoms, dizziness, emotional symptoms. what disease do i have?",you have epidural hemorrhage.
"i have leg pain, hip pain, knee pain, knee swelling. what disease do i have?",you have septic arthritis.
"i have skin swelling, skin lesion, foot or toe pain, irregular appearing nails, skin dryness, peeling, scaliness, or roughness, skin rash. what disease do i have?",you have athlete's foot.
"i have abnormal appearing skin, skin lesion, foot or toe pain, irregular appearing nails, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have athlete's foot.
"i have weakness, side pain, rib pain, hurts to breath. what disease do i have?",you have pleural effusion.
"i have sharp chest pain, cough, back pain, weakness, difficulty breathing, rib pain. what disease do i have?",you have pleural effusion.
"i have shortness of breath, sharp chest pain, sharp abdominal pain, weakness, side pain, difficulty breathing, hurts to breath. what disease do i have?",you have pleural effusion.
"i have sore throat, cough, facial pain. what disease do i have?",you have sialoadenitis.
"i have retention of urine, suprapubic pain, nausea, frequent urination, blood in urine, back pain, side pain, fever. what disease do i have?",you have urinary tract infection.
"i have suprapubic pain, vomiting, blood in urine, side pain. what disease do i have?",you have urinary tract infection.
"i have retention of urine, suprapubic pain, painful urination, lower abdominal pain, blood in urine, side pain, fever. what disease do i have?",you have urinary tract infection.
"i have sharp chest pain, dizziness, fainting, leg cramps or spasms. what disease do i have?",you have arrhythmia.
"i have dizziness, abnormal involuntary movements, headache, toothache. what disease do i have?",you have trigeminal neuralgia.
"i have leg pain, back pain, knee pain, elbow pain, paresthesia, ache all over, stiffness all over. what disease do i have?",you have ankylosing spondylitis.
"i have back pain, knee pain, paresthesia, ache all over, lower body pain, stiffness all over. what disease do i have?",you have ankylosing spondylitis.
"i have abnormal involuntary movements, leg pain, foot or toe pain, loss of sensation, paresthesia. what disease do i have?",you have peripheral nerve disorder.
"i have dizziness, abnormal involuntary movements, leg pain, arm pain, loss of sensation, paresthesia, arm weakness. what disease do i have?",you have peripheral nerve disorder.
"i have abnormal involuntary movements, back pain, loss of sensation, disturbance of memory, paresthesia, arm weakness, leg weakness. what disease do i have?",you have peripheral nerve disorder.
"i have leg pain, arm pain, foot or toe pain, problems with movement, loss of sensation, disturbance of memory, paresthesia, arm weakness, leg weakness. what disease do i have?",you have peripheral nerve disorder.
"i have abnormal appearing skin, acne or pimples, hand or finger lump or mass, arm lump or mass. what disease do i have?",you have sebaceous cyst.
"i have skin lesion, acne or pimples, irregular appearing scalp, skin moles, back mass or lump, arm lump or mass. what disease do i have?",you have sebaceous cyst.
"i have abnormal appearing skin, skin growth, neck mass, skin moles. what disease do i have?",you have sebaceous cyst.
"i have anxiety and nervousness, depression, insomnia, excessive anger, obsessions and compulsions. what disease do i have?",you have neurosis.
"i have anxiety and nervousness, depression, depressive or psychotic symptoms, hostile behavior, headache, smoking problems, delusions or hallucinations, obsessions and compulsions. what disease do i have?",you have neurosis.
"i have vomiting, diarrhea, skin growth, ache all over. what disease do i have?",you have chronic pancreatitis.
"i have skin swelling, abnormal appearing skin, skin lesion, irregular appearing scalp, skin moles, skin irritation, skin rash. what disease do i have?",you have seborrheic keratosis.
"i have pain during pregnancy, pelvic pain, burning abdominal pain, spotting or bleeding during pregnancy, uterine contractions. what disease do i have?",you have spontaneous abortion.
"i have lower abdominal pain, pelvic pain, burning abdominal pain, spotting or bleeding during pregnancy, blood clots during menstrual periods. what disease do i have?",you have spontaneous abortion.
"i have lower abdominal pain, pain during pregnancy, pelvic pain, problems during pregnancy, cramps and spasms, blood clots during menstrual periods, uterine contractions. what disease do i have?",you have spontaneous abortion.
"i have sharp abdominal pain, lower abdominal pain, pain during pregnancy, spotting or bleeding during pregnancy, cramps and spasms, uterine contractions, heavy menstrual flow. what disease do i have?",you have spontaneous abortion.
"i have sharp abdominal pain, lower abdominal pain, intermenstrual bleeding, burning abdominal pain, problems during pregnancy, cramps and spasms, uterine contractions. what disease do i have?",you have spontaneous abortion.
"i have sharp abdominal pain, burning abdominal pain, cramps and spasms. what disease do i have?",you have spontaneous abortion.
"i have sharp abdominal pain, lower abdominal pain, burning abdominal pain, spotting or bleeding during pregnancy, cramps and spasms, blood clots during menstrual periods, uterine contractions. what disease do i have?",you have spontaneous abortion.
"i have suprapubic pain, vaginal discharge, skin rash. what disease do i have?",you have genital herpes.
"i have suprapubic pain, painful urination, vaginal discharge, skin lesion, recent pregnancy, skin rash. what disease do i have?",you have genital herpes.
"i have suprapubic pain, vaginal itching, painful urination, vaginal discharge, skin lesion, recent pregnancy, skin rash. what disease do i have?",you have genital herpes.
"i have sharp chest pain, vomiting, back pain, burning abdominal pain, regurgitation.1. what disease do i have?",you have gallstone.
"i have sharp abdominal pain, nausea, back pain, burning abdominal pain, heartburn, regurgitation.1. what disease do i have?",you have gallstone.
"i have sharp chest pain, vomiting, heartburn, regurgitation.1. what disease do i have?",you have gallstone.
"i have abnormal involuntary movements, headache, weakness, loss of sensation, focal weakness, leg weakness. what disease do i have?",you have multiple sclerosis.
"i have dizziness, abnormal involuntary movements, problems with movement, disturbance of memory, paresthesia, fatigue. what disease do i have?",you have multiple sclerosis.
"i have headache, weakness, leg weakness. what disease do i have?",you have multiple sclerosis.
"i have difficulty speaking, leg pain, hip pain, back pain, knee pain, ache all over, groin pain. what disease do i have?",you have fracture of the pelvis.
"i have nausea, swollen lymph nodes, rectal bleeding. what disease do i have?",you have ulcerative colitis.
"i have blood in stool, diarrhea, lower abdominal pain, swollen lymph nodes. what disease do i have?",you have ulcerative colitis.
"i have nausea, swollen lymph nodes, burning abdominal pain, rectal bleeding. what disease do i have?",you have ulcerative colitis.
"i have swelling of scrotum, pain in testicles, mass in scrotum, irritable infant, bumps on penis. what disease do i have?",you have male genitalia infection.
"i have shortness of breath, sharp chest pain, chest tightness, palpitations, hot flashes, arm pain. what disease do i have?",you have angina.
"i have hoarse voice, cough, frontal headache, painful sinuses. what disease do i have?",you have nasal polyp.
"i have abnormal appearing skin, skin lesion, acne or pimples, skin growth, irregular appearing scalp, skin moles, skin dryness, peeling, scaliness, or roughness, skin rash. what disease do i have?",you have skin pigmentation disorder.
"i have abnormal appearing skin, skin growth, irregular appearing scalp, skin moles, itching of skin, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have skin pigmentation disorder.
"i have skin swelling, abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, skin moles. what disease do i have?",you have skin pigmentation disorder.
"i have skin swelling, abnormal appearing skin, skin growth, skin moles. what disease do i have?",you have skin pigmentation disorder.
"i have hand or finger stiffness or tightness, problems with movement, shoulder stiffness or tightness. what disease do i have?",you have nerve impingement near the shoulder.
"i have hand or finger stiffness or tightness, neck pain, elbow pain. what disease do i have?",you have nerve impingement near the shoulder.
"i have blood in stool, intermenstrual bleeding, problems during pregnancy, spotting or bleeding during pregnancy. what disease do i have?",you have missed abortion.
"i have depressive or psychotic symptoms, sharp abdominal pain, vomiting, frequent urination, decreased appetite. what disease do i have?",you have diabetic ketoacidosis.
"i have sharp chest pain, sharp abdominal pain, diarrhea, frequent urination, weakness, decreased appetite, fluid retention. what disease do i have?",you have diabetic ketoacidosis.
"i have depression, lack of growth, hostile behavior, low self-esteem, obsessions and compulsions. what disease do i have?",you have obsessive compulsive disorder (ocd).
"i have depressive or psychotic symptoms, lack of growth, feeling ill, temper problems, low self-esteem. what disease do i have?",you have obsessive compulsive disorder (ocd).
"i have anxiety and nervousness, hostile behavior, feeling ill, low self-esteem. what disease do i have?",you have obsessive compulsive disorder (ocd).
"i have wrist swelling, ankle pain, foot or toe swelling, joint pain. what disease do i have?",you have injury of the ankle.
"i have shortness of breath, sharp chest pain, vomiting, nausea, weakness, seizures. what disease do i have?",you have hyponatremia.
"i have knee pain, leg cramps or spasms, muscle stiffness or tightness. what disease do i have?",you have bone disorder.
"i have depression, hostile behavior, excessive anger, temper problems, fears and phobias. what disease do i have?",you have personality disorder.
"i have depression, insomnia, delusions or hallucinations, temper problems, low self-esteem. what disease do i have?",you have personality disorder.
"i have anxiety and nervousness, hostile behavior, delusions or hallucinations, temper problems, fears and phobias. what disease do i have?",you have personality disorder.
"i have anxiety and nervousness, depressive or psychotic symptoms, hostile behavior, temper problems, fears and phobias, low self-esteem. what disease do i have?",you have personality disorder.
"i have headache, abnormal appearing skin, pain in eye, back pain. what disease do i have?",you have shingles (herpes zoster).
"i have ear pain, decreased appetite, fever, ache all over, skin rash. what disease do i have?",you have strep throat.
"i have sore throat, difficulty in swallowing, headache, ear pain, ache all over, skin rash. what disease do i have?",you have strep throat.
"i have difficulty in swallowing, symptoms of eye, joint pain. what disease do i have?",you have sjogren syndrome.
"i have sore throat, cough, nasal congestion, difficulty in swallowing, fever, apnea. what disease do i have?",you have tonsillar hypertrophy.
"i have nausea, vomiting blood, burning abdominal pain, regurgitation.1. what disease do i have?",you have gastritis.
"i have sharp chest pain, nausea, diarrhea, vomiting blood. what disease do i have?",you have gastritis.
"i have skin lesion, skin growth, skin moles, warts. what disease do i have?",you have skin cancer.
"i have skin swelling, lip swelling, abnormal appearing skin, skin growth, irregular appearing scalp, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have skin cancer.
"i have lip swelling, skin growth, irregular appearing scalp. what disease do i have?",you have skin cancer.
"i have lip swelling, skin lesion, irregular appearing scalp, skin irritation, warts. what disease do i have?",you have skin cancer.
"i have lip swelling, abnormal appearing skin, skin lesion, irregular appearing scalp, skin dryness, peeling, scaliness, or roughness, skin irritation, warts. what disease do i have?",you have skin cancer.
"i have headache, toothache, mouth ulcer, fever, tongue lesions, mouth pain. what disease do i have?",you have aphthous ulcer.
"i have sore throat, nasal congestion, diminished hearing, lump in throat, throat feels tight, redness in ear, swollen or red tonsils. what disease do i have?",you have tonsillitis.
"i have sore throat, diminished hearing, lump in throat, swollen or red tonsils. what disease do i have?",you have tonsillitis.
"i have difficulty in swallowing, sharp abdominal pain, diarrhea. what disease do i have?",you have stomach cancer.
"i have depressive or psychotic symptoms, difficulty speaking, restlessness, delusions or hallucinations, temper problems, fears and phobias. what disease do i have?",you have developmental disability.
"i have lack of growth, hostile behavior, restlessness, seizures, temper problems, antisocial behavior. what disease do i have?",you have developmental disability.
"i have lack of growth, hostile behavior, restlessness, seizures, obsessions and compulsions. what disease do i have?",you have developmental disability.
"i have anxiety and nervousness, depression, sharp chest pain, dizziness, abnormal involuntary movements, headache, burning abdominal pain, fatigue. what disease do i have?",you have acute stress reaction.
"i have shortness of breath, depressive or psychotic symptoms, sharp chest pain, abnormal involuntary movements, headache, burning abdominal pain, fatigue. what disease do i have?",you have acute stress reaction.
"i have depression, depressive or psychotic symptoms, sharp chest pain. what disease do i have?",you have acute stress reaction.
"i have problems with movement, slurring words. what disease do i have?",you have delirium.
"i have depressive or psychotic symptoms, difficulty speaking, focal weakness, slurring words, disturbance of memory. what disease do i have?",you have delirium.
"i have skin swelling, abnormal appearing skin, acne or pimples. what disease do i have?",you have callus.
"i have skin swelling, abnormal appearing skin, acne or pimples, skin growth, irregular appearing nails, skin rash. what disease do i have?",you have callus.
"i have hip pain, low back pain, muscle pain, side pain, low back cramps or spasms. what disease do i have?",you have lumbago.
"i have headache, facial pain, allergic reaction, apnea, painful sinuses, nosebleed. what disease do i have?",you have deviated nasal septum.
"i have skin swelling, lip swelling, abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, skin moles, irregular appearing nails. what disease do i have?",you have hemangioma.
"i have skin swelling, lip swelling, abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, skin moles, lymphedema, irregular appearing nails, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have hemangioma.
"i have skin swelling, lip swelling, abnormal appearing skin, skin growth, irregular appearing nails. what disease do i have?",you have hemangioma.
"i have symptoms of the kidneys, lymphedema. what disease do i have?",you have peripheral arterial disease.
"i have back pain, neck pain, low back pain, loss of sensation, lower body pain, groin pain, back cramps or spasms. what disease do i have?",you have chronic back pain.
"i have leg pain, hip pain, back pain, neck pain, low back pain, loss of sensation, side pain, groin pain, back cramps or spasms. what disease do i have?",you have chronic back pain.
"i have hip pain, neck pain, loss of sensation, back cramps or spasms, back stiffness or tightness. what disease do i have?",you have chronic back pain.
"i have leg pain, hip pain, back pain, low back pain, lower body pain, groin pain, back stiffness or tightness. what disease do i have?",you have chronic back pain.
"i have leg pain, neck pain, loss of sensation, side pain, groin pain, back cramps or spasms, back stiffness or tightness. what disease do i have?",you have chronic back pain.
"i have shortness of breath, sharp chest pain, palpitations, cough, weight gain, leg swelling, difficulty breathing. what disease do i have?",you have heart failure.
"i have shortness of breath, sharp chest pain, cough, leg swelling, weakness, difficulty breathing, fluid retention. what disease do i have?",you have heart failure.
"i have chest tightness, leg swelling, weakness. what disease do i have?",you have heart failure.
"i have sharp chest pain, cough, leg swelling, difficulty breathing. what disease do i have?",you have heart failure.
"i have chest tightness, palpitations, cough, weakness, difficulty breathing, hurts to breath. what disease do i have?",you have heart failure.
"i have sharp chest pain, palpitations, cough, leg swelling, difficulty breathing, fluid retention, hurts to breath. what disease do i have?",you have heart failure.
"i have shortness of breath, sharp chest pain, cough, hurts to breath. what disease do i have?",you have heart failure.
